tag,init_file,output_dir,case_region,n_pores_requested,n_pores_effective,k_spacing,depth_ratio,width,height
475,/home/fiorello/init_files_grid/475.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/475,intermediate,7,4,3.909090909090909,9.0,0.1045,0.7505
476,/home/fiorello/init_files_grid/476.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/476,intermediate,7,4,3.909090909090909,10.0,0.1045,0.855
477,/home/fiorello/init_files_grid/477.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/477,intermediate,7,4,3.909090909090909,11.0,0.1045,0.9595
478,/home/fiorello/init_files_grid/478.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/478,intermediate,7,4,3.909090909090909,12.0,0.1045,1.064
479,/home/fiorello/init_files_grid/479.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/479,intermediate,7,4,3.909090909090909,13.0,0.1045,1.1685
480,/home/fiorello/init_files_grid/480.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/480,intermediate,7,4,4.181818181818182,8.0,0.09895808,0.6016646400000001
481,/home/fiorello/init_files_grid/481.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/481,intermediate,7,4,4.181818181818182,9.0,0.09895808,0.7006227200000001
482,/home/fiorello/init_files_grid/482.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/482,intermediate,7,4,4.181818181818182,10.0,0.09895808,0.7995808
483,/home/fiorello/init_files_grid/483.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/483,intermediate,7,4,4.181818181818182,11.0,0.09895808,0.89853888
484,/home/fiorello/init_files_grid/484.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/484,intermediate,7,4,4.181818181818182,12.0,0.09895808,0.9974969600000001
485,/home/fiorello/init_files_grid/485.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/485,intermediate,7,4,4.181818181818182,13.0,0.09895808,1.0964550400000002
486,/home/fiorello/init_files_grid/486.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/486,intermediate,7,3,4.454545454545454,8.0,0.1045,0.6459999999999999
487,/home/fiorello/init_files_grid/487.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/487,intermediate,7,3,4.454545454545454,9.0,0.1045,0.7505
488,/home/fiorello/init_files_grid/488.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/488,intermediate,7,3,4.454545454545454,10.0,0.1045,0.855
489,/home/fiorello/init_files_grid/489.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/489,intermediate,7,3,4.454545454545454,11.0,0.1045,0.9595
490,/home/fiorello/init_files_grid/490.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/490,intermediate,7,3,4.454545454545454,12.0,0.1045,1.064
491,/home/fiorello/init_files_grid/491.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/491,intermediate,7,3,4.454545454545454,13.0,0.1045,1.1685
492,/home/fiorello/init_files_grid/492.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/492,intermediate,7,3,4.727272727272727,8.0,0.1045,0.6459999999999999
493,/home/fiorello/init_files_grid/493.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/493,intermediate,7,3,4.727272727272727,9.0,0.1045,0.7505
494,/home/fiorello/init_files_grid/494.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/494,intermediate,7,3,4.727272727272727,10.0,0.1045,0.855
495,/home/fiorello/init_files_grid/495.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/495,intermediate,7,3,4.727272727272727,11.0,0.1045,0.9595
496,/home/fiorello/init_files_grid/496.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/496,intermediate,7,3,4.727272727272727,12.0,0.1045,1.064
497,/home/fiorello/init_files_grid/497.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/497,intermediate,7,3,4.727272727272727,13.0,0.1045,1.1685
498,/home/fiorello/init_files_grid/498.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/498,intermediate,7,3,5.0,8.0,0.1045,0.6459999999999999
499,/home/fiorello/init_files_grid/499.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/499,intermediate,7,3,5.0,9.0,0.1045,0.7505
500,/home/fiorello/init_files_grid/500.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/500,intermediate,7,3,5.0,10.0,0.1045,0.855
501,/home/fiorello/init_files_grid/501.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/501,intermediate,7,3,5.0,11.0,0.1045,0.9595
502,/home/fiorello/init_files_grid/502.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/502,intermediate,7,3,5.0,12.0,0.1045,1.064
503,/home/fiorello/init_files_grid/503.dat,/scratch/fiorello/mesoEvo_install_seq/dataset_pores_grid/503,intermediate,7,3,5.0,13.0,0.1045,1.1685
